conrinc,gunlaw,god,gender1,age
383,2,6,1,38
10532.5,0,5,2,69
0,1,6,2,64
0,0,6,1,29
0,1,6,2,49
42130,2,6,1,32
42130,1,6,1,55
21065,0,6,1,55
0,1,6,1,83
34470,0,6,1,35
14362.5,0,6,1,42
0,1,4,2,39
1532,2,6,1,23
0,0,6,1,49
24895,1,6,2,58
63195,2,6,2,50
0,0,3,2,45
0,1,6,2,77
16277.5,2,6,1,34
10532.5,2,6,1,32
63195,2,6,2,61
0,1,6,1,69
42130,1,3,1,56
383,0,3,2,43
0,1,6,1,20
0,2,2,2,30
42130,0,3,1,57
6894,2,4,1,24
18192.5,1,3,2,57
0,0,3,2,22
5745,1,3,1,23
4979,0,3,1,50
383,1,6,2,71
0,0,6,2,25
5745,1,6,1,43
0,1,6,2,84
0,0,4,2,55
34470,1,5,1,29
8617.5,2,5,2,21
0,1,5,2,34
24895,0,2,2,34
0,1,6,2,83
0,1,6,2,77
5745,1,3,2,28
0,0,3,2,78
3447,0,3,1,61
63195,1,4,1,62
16277.5,1,2,2,40
24895,1,3,1,27
0,1,5,1,59
0,0,6,2,22
0,1,3,1,60
0,1,6,2,61
28725,1,6,2,31
63195,1,3,2,38
24895,0,6,1,26
10532.5,0,3,2,25
0,1,6,2,78
63195,1,6,1,39
28725,0,1,1,40
42130,1,5,1,52
0,1,1,1,70
0,0,3,2,36
0,1,3,1,41
0,0,6,1,58
12447.5,1,4,2,29
16277.5,0,1,1,34
0,1,5,1,84
2681,0,8,2,54
2681,2,3,1,33
12447.5,0,5,1,26
0,1,8,2,47
0,1,5,2,59
42130,1,5,1,46
0,1,6,1,88
0,1,4,2,46
0,1,3,1,23
4979,0,1,1,24
0,1,6,2,63
1532,2,2,2,67
24895,2,6,1,28
0,1,3,2,30
1532,0,2,1,19
21065,1,8,2,42
324512.2921,1,5,1,57
0,0,2,1,64
3447,1,6,1,63
2681,0,5,1,22
10532.5,1,6,1,28
28725,0,6,2,28
21065,1,6,1,51
28725,1,6,2,37
21065,0,6,2,37
14362.5,1,6,2,28
0,1,1,2,60
0,0,5,1,31
0,1,6,2,57
0,1,6,1,99
34470,1,2,1,30
0,1,6,1,51
34470,2,6,1,31
0,1,2,1,56
51705,2,6,1,49
0,0,5,2,19
34470,1,6,1,48
8617.5,0,3,1,33
34470,2,6,2,46
21065,0,3,2,31
0,2,2,1,35
8617.5,1,6,1,42
0,1,6,1,30
0,1,5,1,38
28725,1,6,2,52
0,1,6,1,49
0,0,6,1,62
5745,1,6,1,54
0,8,6,2,38
14362.5,0,6,2,30
16277.5,1,5,1,53
21065,1,1,1,40
0,0,2,1,67
0,2,6,1,78
0,0,5,2,66
10532.5,1,5,1,57
42130,0,6,2,42
42130,1,3,1,32
5745,1,4,1,20
28725,0,6,1,61
0,1,6,1,55
0,2,2,1,23
10532.5,0,6,1,33
0,1,6,1,62
0,0,6,1,59
0,1,5,1,62
8617.5,0,6,1,65
24895,1,6,2,30
16277.5,1,6,2,32
0,0,6,1,40
6894,0,6,2,25
76600,1,2,1,53
0,1,3,2,72
34470,2,6,1,26
34470,0,3,2,33
0,0,6,1,65
0,1,6,1,40
28725,0,4,1,32
0,0,6,1,52
21065,2,6,1,50
0,0,6,1,70
0,1,6,2,73
51705,2,6,2,53
0,0,6,2,72
76600,2,3,1,66
0,0,6,1,89
0,1,6,1,63
0,0,6,1,26
5745,1,6,1,43
21065,0,6,2,56
0,1,3,1,69
34470,1,6,1,27
0,1,6,1,43
0,0,6,2,82
21065,1,6,1,53
21065,1,6,1,39
34470,0,6,1,51
0,0,6,1,63
34470,0,6,2,43
21065,1,6,2,38
0,1,6,1,41
0,2,6,2,68
10532.5,0,6,2,23
0,1,3,1,77
0,0,6,1,30
1532,1,6,1,27
1532,1,6,1,49
0,2,6,1,36
0,2,6,1,67
0,1,4,1,70
10532.5,1,6,1,43
10532.5,1,6,2,58
16277.5,0,6,2,35
8617.5,0,6,2,27
2681,2,6,2,32
18192.5,1,6,2,40
383,0,6,2,54
0,1,6,2,73
0,2,6,2,55
5745,0,6,2,23
18192.5,2,6,2,21
0,0,6,2,20
10532.5,1,5,2,47
42130,1,6,1,62
0,0,1,1,31
0,0,6,1,64
0,0,6,2,52
0,1,5,1,83
16277.5,1,3,1,56
42130,0,6,2,30
18192.5,1,6,1,61
0,0,6,1,75
0,1,2,1,73
0,2,2,1,68
0,1,6,1,69
16277.5,0,6,1,52
0,1,6,2,59
0,0,6,1,39
0,1,6,2,57
0,2,6,2,63
0,1,6,1,29
0,0,6,1,19
14362.5,1,5,1,30
18192.5,1,6,2,38
0,0,6,1,28
0,0,6,2,41
34470,1,6,1,56
0,0,5,1,24
0,8,6,2,58
0,8,6,1,28
0,2,6,1,55
24895,1,6,2,41
18192.5,1,5,1,29
0,1,6,1,65
0,1,6,2,64
34470,1,5,2,41
383,1,6,2,39
34470,1,5,1,29
34470,1,6,2,54
42130,1,3,2,47
16277.5,1,6,1,44
383,0,6,2,24
8617.5,0,8,1,33
0,1,2,1,60
324512.2921,1,3,1,60
107240,0,6,1,53
4213,1,3,1,19
0,1,6,2,46
0,1,9,1,84
12447.5,0,6,1,37
0,2,3,2,35
0,2,6,2,60
16277.5,1,6,2,46
12447.5,0,6,1,26
8617.5,8,6,1,31
0,1,5,2,67
0,1,6,1,67
0,2,5,1,88
42130,0,5,1,40
0,1,6,2,70
0,0,6,1,44
42130,1,6,1,39
0,2,3,1,65
8617.5,1,6,2,33
0,0,6,1,63
24895,2,6,1,31
5745,1,6,2,23
0,1,6,2,71
21065,0,5,1,32
34470,1,6,2,52
0,1,6,2,77
63195,0,6,1,63
34470,0,8,1,42
0,1,5,1,52
0,1,6,1,70
4979,8,5,2,23
0,2,6,1,84
24895,1,5,1,30
0,0,9,1,59
0,0,6,1,61
8617.5,1,6,1,37
51705,1,5,1,41
0,0,6,2,55
0,1,3,2,31
383,0,3,1,21
18192.5,1,5,2,28
28725,2,6,1,35
324512.2921,0,6,1,52
4979,0,6,1,63
8617.5,1,6,2,46
28725,0,6,1,64
0,1,6,1,29
63195,0,6,1,41
0,1,6,2,60
0,0,6,1,38
0,2,6,2,81
0,0,5,2,52
0,9,6,1,62
24895,0,6,1,46
3447,2,5,1,27
63195,1,6,1,43
14362.5,0,6,2,48
0,1,6,2,37
0,2,5,1,55
2681,2,6,1,19
0,0,6,2,59
0,0,6,2,37
0,1,6,2,99
42130,2,6,2,37
21065,1,6,2,47
0,1,6,1,77
4213,2,3,1,21
0,0,6,2,71
0,1,6,2,59
0,0,6,1,28
21065,1,6,2,57
51705,1,6,1,37
18192.5,0,5,2,37
0,2,6,1,49
51705,2,3,1,63
0,2,5,2,22
34470,1,6,1,45
0,0,6,2,82
0,1,6,2,59
4979,1,6,1,41
21065,2,6,2,47
0,1,5,2,29
8617.5,0,6,1,52
0,2,6,2,24
0,1,6,2,72
8617.5,1,6,1,52
28725,1,6,2,54
51705,1,3,2,61
0,0,6,2,37
63195,1,6,1,65
51705,0,6,1,33
34470,1,6,2,64
0,2,6,1,52
0,1,6,1,71
28725,0,6,2,65
0,0,6,2,19
0,1,6,1,60
0,2,6,1,60
21065,1,6,2,25
34470,1,6,1,51
0,1,5,2,66
0,1,5,1,68
12447.5,8,6,1,52
42130,1,3,1,37
0,0,6,2,87
14362.5,1,3,1,26
0,0,5,1,76
12447.5,1,6,1,47
28725,0,3,1,52
91920,0,6,2,68
0,1,6,2,53
0,0,6,2,60
8617.5,1,5,2,30
0,0,6,1,82
2681,8,6,2,34
0,1,6,2,65
28725,0,6,1,57
24895,1,6,2,65
0,0,6,1,73
16277.5,1,6,2,50
8617.5,2,2,1,41
0,2,6,2,44
0,0,1,1,74
1532,2,6,1,19
6894,2,6,1,69
42130,1,5,1,62
383,0,3,2,28
324512.2921,2,6,1,44
0,1,6,1,66
0,0,6,1,84
0,1,6,2,29
0,1,6,1,87
0,2,6,2,75
0,2,6,2,47
0,2,6,2,86
10532.5,2,5,1,55
0,0,6,2,76
0,1,6,1,84
0,1,6,2,80
0,2,9,2,63
34470,0,6,2,42
21065,1,6,1,59
12447.5,0,6,2,55
5745,1,5,1,44
51705,2,6,2,50
324512.2921,1,6,1,47
51705,0,6,1,51
18192.5,0,6,2,50
4213,1,5,1,70
42130,0,6,1,30
12447.5,2,6,2,25
0,0,2,1,25
0,1,6,2,54
18192.5,1,6,2,68
28725,2,1,1,47
0,1,1,2,88
5745,0,6,1,77
42130,2,6,2,28
0,2,1,2,58
21065,0,6,2,60
28725,1,6,1,62
1532,1,6,2,38
383,1,3,2,25
12447.5,0,5,2,34
0,1,6,1,89
0,2,6,1,36
28725,0,6,1,53
28725,1,6,1,46
28725,1,6,2,69
0,1,6,2,63
34470,1,6,2,59
1532,0,3,1,19
24895,1,6,2,26
21065,2,6,1,42
24895,1,5,2,52
0,0,3,1,31
12447.5,1,6,1,46
0,1,3,1,18
0,0,6,1,26
24895,1,6,2,40
21065,0,1,1,33
0,0,1,1,57
8617.5,2,6,2,20
51705,0,3,1,42
324512.2921,1,5,1,41
0,0,6,2,73
0,1,4,1,21
0,2,4,2,21
34470,0,5,2,45
5745,2,2,1,21
0,0,2,2,68
107240,2,3,2,46
24895,0,1,1,53
24895,1,5,2,28
91920,0,3,1,34
1532,2,4,2,68
8617.5,0,4,1,43
0,2,6,2,42
34470,2,3,2,59
34470,0,6,2,57
0,2,6,2,24
21065,0,5,2,40
76600,1,6,2,41
51705,0,5,1,59
6894,1,6,2,64
51705,0,5,1,55
34470,1,6,2,55
34470,1,6,1,35
0,0,1,2,33
0,1,6,1,83
42130,2,6,2,48
0,1,5,1,68
14362.5,1,6,1,60
10532.5,0,4,2,38
10532.5,1,5,2,24
0,0,6,1,77
0,1,5,2,46
0,0,5,2,83
0,1,5,2,89
0,0,6,1,86
0,1,6,1,34
2681,1,5,1,45
0,0,4,1,81
51705,1,6,1,45
0,2,6,1,42
51705,2,5,1,43
51705,0,6,1,47
24895,1,6,1,59
383,2,6,2,33
0,1,5,1,22
16277.5,0,1,1,30
51705,1,6,1,32
0,2,6,1,89
1532,0,5,1,25
0,2,6,1,62
34470,0,5,2,35
0,1,6,1,62
21065,0,6,2,51
91920,1,6,1,61
51705,1,3,1,28
0,1,5,2,86
0,1,6,2,85
42130,1,6,1,60
0,0,6,1,44
3447,1,6,2,21
34470,0,6,1,28
18192.5,1,2,2,47
76600,1,6,1,51
28725,1,6,1,53
4979,1,6,2,41
24895,0,6,1,39
34470,1,4,1,42
0,1,5,2,49
16277.5,0,3,1,50
21065,1,5,1,54
18192.5,1,6,2,43
0,0,3,1,22
0,1,6,1,37
18192.5,0,6,2,37
0,1,6,1,41
0,0,3,1,30
18192.5,1,6,2,55
8617.5,0,6,2,46
28725,2,1,2,27
28725,1,6,1,65
21065,0,6,1,65
0,1,5,2,70
0,0,2,1,27
0,2,3,1,33
34470,1,5,1,37
28725,1,4,2,23
8617.5,0,6,1,64
24895,2,6,1,29
34470,0,6,2,43
12447.5,2,6,2,45
0,1,6,2,64
0,1,6,1,76
76600,0,6,1,47
0,1,3,1,21
34470,2,6,1,36
42130,2,5,1,39
42130,0,5,2,30
24895,2,6,2,53
0,9,6,1,58
12447.5,0,4,1,47
21065,1,3,1,34
0,1,6,2,58
0,0,4,1,64
24895,2,4,1,30
24895,0,6,2,52
0,1,4,1,72
34470,2,3,2,51
63195,2,6,1,39
0,2,4,2,49
10532.5,0,6,2,22
0,1,6,1,51
16277.5,2,6,2,33
0,1,6,2,69
76600,1,3,1,48
0,0,6,2,28
91920,1,4,2,66
10532.5,0,6,2,55
34470,2,6,2,45
51705,0,2,1,51
18192.5,1,6,1,55
34470,0,6,1,39
21065,1,6,2,53
0,1,6,1,67
14362.5,0,6,1,37
0,0,6,1,20
24895,2,3,1,23
0,1,6,1,64
0,1,6,1,56
0,1,6,1,59
2681,0,5,2,26
12447.5,0,6,2,81
0,1,6,1,67
21065,1,6,2,53
28725,0,6,1,39
34470,1,6,1,38
0,0,6,2,89
2681,0,6,2,53
3447,1,6,2,60
5745,1,6,1,22
6894,0,6,2,49
0,1,6,2,59
0,2,6,1,33
21065,0,5,1,33
0,1,6,2,77
8617.5,0,6,2,34
3447,1,6,2,55
10532.5,2,5,1,29
18192.5,1,6,1,51
0,0,6,2,26
0,2,6,2,79
0,0,6,1,20
10532.5,0,5,1,24
0,0,6,1,22
12447.5,2,2,1,26
63195,2,6,1,45
0,0,6,1,44
324512.2921,1,6,1,55
0,2,6,1,65
91920,0,6,2,58
0,2,4,1,20
1532,0,6,1,37
21065,1,5,1,32
51705,2,6,1,58
2681,1,3,2,43
0,0,2,1,57
4213,1,6,1,74
0,2,6,1,67
51705,0,6,1,27
0,1,5,2,55
63195,0,6,1,45
28725,1,6,1,42
0,0,6,2,21
42130,2,5,1,28
34470,0,5,1,47
12447.5,1,1,2,25
0,1,6,1,71
21065,0,5,1,46
6894,1,5,2,26
0,0,6,1,71
28725,0,5,2,65
0,1,6,1,35
0,0,6,1,62
0,2,6,2,88
1532,1,6,2,37
0,2,6,2,46
34470,0,6,2,55
324512.2921,1,4,2,48
0,1,6,2,36
10532.5,2,6,1,25
34470,0,5,1,37
34470,0,6,1,59
24895,0,6,2,61
0,1,5,1,61
16277.5,0,6,1,25
10532.5,2,5,1,63
14362.5,1,3,2,54
18192.5,0,6,1,39
0,1,6,2,69
4213,2,6,1,28
0,0,6,1,29
0,1,2,1,85
12447.5,2,3,1,31
1532,1,6,2,34
0,0,4,1,37
0,1,6,1,46
0,0,5,1,30
0,0,5,2,75
21065,0,2,1,55
51705,2,1,1,48
0,1,6,1,82
0,0,4,1,53
0,1,6,1,32
24895,0,5,2,32
0,0,6,1,31
8617.5,1,5,2,25
3447,1,6,2,44
0,1,1,1,54
0,0,6,2,30
0,1,6,1,76
1532,0,6,1,48
16277.5,1,6,1,33
0,1,5,1,26
10532.5,2,6,1,26
10532.5,0,6,2,18
0,2,6,1,61
0,0,6,1,57
42130,1,2,2,36
28725,0,3,2,33
12447.5,2,3,2,50
0,1,6,2,65
0,0,4,2,50
0,1,6,2,48
0,2,6,1,80
0,1,6,2,80
0,1,6,1,70
0,1,6,2,76
28725,1,3,2,69
0,1,6,2,47
42130,0,3,1,68
0,1,6,2,79
5745,1,6,2,67
0,1,5,2,62
0,0,6,2,58
0,1,2,2,19
14362.5,2,2,2,35
0,0,6,2,36
0,2,9,1,86
34470,2,6,1,63
0,2,1,1,22
0,0,6,2,23
0,1,3,2,19
16277.5,2,4,1,51
0,0,5,1,82
16277.5,1,1,2,27
18192.5,2,3,1,68
8617.5,0,3,1,23
0,2,5,1,38
0,2,6,1,65
0,2,6,1,72
0,2,6,1,80
21065,1,5,1,34
0,1,6,2,56
0,1,6,1,57
0,0,4,1,61
0,1,5,1,53
0,1,6,1,79
6894,0,5,2,46
0,2,6,1,45
0,0,6,2,50
8617.5,2,6,1,63
0,0,6,2,38
0,1,6,2,51
34470,0,2,2,62
0,2,6,1,47
10532.5,1,3,2,29
16277.5,0,2,1,37
28725,1,2,1,39
63195,1,3,2,46
21065,0,6,1,55
4979,0,1,1,27
0,1,6,1,45
0,1,4,1,71
0,1,6,2,74
0,0,3,1,18
0,1,3,2,67
42130,1,3,1,49
0,0,6,1,74
24895,1,6,1,67
0,1,6,1,35
24895,0,6,1,36
0,2,6,1,58
6894,1,2,1,21
4213,0,4,1,21
18192.5,1,6,1,43
34470,0,6,1,41
24895,1,6,1,44
0,1,6,2,51
0,0,4,2,22
0,1,6,1,30
1532,0,5,2,18
0,2,6,2,73
0,0,3,1,38
0,1,6,1,87
8617.5,0,6,2,39
0,9,6,2,74
21065,1,3,2,31
21065,1,3,2,37
0,1,5,1,31
18192.5,1,5,1,24
51705,2,6,2,32
324512.2921,0,6,1,50
0,0,4,2,20
0,1,6,2,71
0,0,6,2,88
6894,1,6,1,24
0,1,6,2,56
324512.2921,0,5,2,56
0,1,3,2,49
0,2,6,1,48
51705,2,3,1,59
0,0,9,2,82
383,0,6,1,65
0,1,6,1,79
63195,2,6,1,49
24895,1,6,1,36
324512.2921,1,6,1,55
0,0,4,2,59
12447.5,1,5,1,52
0,1,3,2,74
42130,1,6,1,33
0,0,3,1,44
0,1,6,1,48
34470,2,6,1,32
0,1,5,1,39
76600,0,6,1,39
0,1,6,2,54
0,1,5,2,71
28725,2,6,1,35
51705,1,6,1,38
10532.5,0,6,2,52
10532.5,2,6,1,73
0,0,6,2,75
0,1,6,2,89
51705,1,6,1,46
34470,0,6,1,37
0,1,6,2,84
0,2,6,2,55
0,2,6,1,73
21065,2,6,1,41
0,1,6,2,51
0,2,3,1,65
0,1,5,1,58
0,0,6,2,71
21065,1,6,2,32
18192.5,1,6,1,43
0,1,6,2,28
12447.5,0,6,2,46
0,2,6,1,49
14362.5,2,6,1,75
18192.5,1,3,2,54
1532,1,6,2,52
1532,0,3,1,21
14362.5,0,6,1,32
28725,2,6,2,36
0,0,6,1,80
10532.5,1,6,1,54
6894,0,6,1,63
18192.5,2,6,1,53
0,0,5,2,62
14362.5,1,3,1,61
0,0,6,1,75
34470,2,6,2,65
0,2,6,1,70
0,1,4,1,78
0,1,6,1,35
0,2,6,2,70
6894,1,6,2,32
0,2,6,1,78
0,1,6,2,86
24895,0,3,1,59
0,1,2,2,27
324512.2921,0,6,1,60
4213,1,3,1,23
14362.5,0,6,1,61
0,1,6,1,65
34470,2,6,1,51
51705,2,6,1,38
51705,2,6,1,39
8617.5,2,3,2,25
2681,1,5,1,33
12447.5,0,5,1,30
0,1,5,1,30
24895,1,6,1,36
12447.5,2,1,1,35
0,0,6,2,23
51705,2,3,1,27
0,0,6,1,75
21065,1,3,2,31
21065,1,6,2,41
0,1,3,2,71
0,1,6,2,80
10532.5,0,3,2,33
34470,2,4,1,37
63195,0,6,1,44
1532,1,6,1,33
0,0,6,1,45
4979,2,5,1,25
28725,1,5,2,26
21065,0,1,2,36
42130,1,6,1,86
21065,0,5,2,72
0,1,3,2,36
383,0,6,1,64
12447.5,1,6,2,49
0,0,3,2,87
0,1,6,1,52
0,0,3,2,24
0,1,5,1,61
0,1,6,2,32
34470,0,5,2,42
0,2,3,2,89
3447,2,6,2,59
3447,0,4,2,73
0,1,6,1,70
34470,1,5,2,48
3447,0,6,2,21
1532,2,2,2,26
8617.5,2,6,2,74
0,1,5,1,68
0,2,5,2,69
14362.5,2,6,1,59
24895,2,3,1,56
63195,1,3,1,60
6894,1,2,1,54
12447.5,0,2,2,34
24895,2,6,1,35
51705,1,6,2,61
2681,0,5,1,79
0,1,6,1,78
0,1,5,1,33
12447.5,2,1,1,39
8617.5,2,5,1,36
14362.5,2,5,2,32
10532.5,0,6,2,74
28725,1,4,2,61
42130,0,3,1,29
42130,2,6,1,32
18192.5,0,6,2,32
28725,1,6,1,29
42130,1,5,1,46
10532.5,0,5,1,28
42130,2,6,1,47
12447.5,2,3,1,26
12447.5,1,6,2,79
10532.5,0,6,2,39
0,1,6,1,79
21065,0,5,1,57
0,2,1,1,49
0,1,6,2,82
0,0,6,1,55
16277.5,2,2,1,51
0,1,6,1,73
6894,0,6,2,78
0,1,3,2,60
0,0,6,1,62
0,1,6,1,65
0,0,6,2,44
0,0,6,2,20
0,2,6,1,62
16277.5,2,6,1,55
0,2,6,1,71
0,1,6,2,71
42130,0,5,2,33
0,2,6,2,56
63195,2,6,2,44
14362.5,0,5,2,51
0,1,6,1,64
0,0,5,1,76
0,2,6,1,54
0,0,5,1,56
0,0,6,1,89
4213,1,6,1,36
0,2,6,2,87
14362.5,2,6,2,44
16277.5,2,6,1,26
10532.5,0,6,1,25
8617.5,8,6,2,60
42130,1,6,1,47
0,1,6,2,74
21065,1,6,2,28
0,1,6,2,54
76600,0,6,2,66
0,1,6,1,66
1532,2,6,2,31
8617.5,1,6,2,44
21065,2,6,1,45
0,1,6,2,51
0,1,6,1,61
21065,1,6,1,23
18192.5,1,3,1,33
0,2,6,1,77
16277.5,1,6,1,28
0,0,6,2,55
1532,1,6,1,56
8617.5,1,6,1,29
0,0,6,2,19
21065,1,1,2,61
2681,2,6,1,31
1532,1,6,2,25
0,1,6,2,68
10532.5,0,6,2,62
0,0,6,1,56
0,1,6,2,52
14362.5,1,6,2,39
0,0,6,2,57
0,1,6,2,65
1532,0,6,2,24
5745,1,6,2,43
0,2,3,1,23
0,0,6,2,57
0,2,6,2,39
0,1,6,2,21
0,0,6,2,67
0,2,6,2,66
0,0,6,1,23
24895,1,6,2,41
0,2,6,2,48
0,0,6,2,41
0,2,6,2,61
8617.5,1,6,1,56
0,0,6,2,34
51705,1,1,1,56
34470,0,3,1,47
0,0,6,2,44
12447.5,2,6,1,30
0,0,6,1,73
0,8,6,2,81
0,2,2,2,70
28725,0,6,1,33
5745,1,6,1,21
24895,2,6,1,39
0,0,1,1,65
34470,1,6,1,34
0,1,6,1,73
0,0,6,1,32
3447,1,3,2,44
0,0,6,1,66
1532,2,5,2,30
0,2,6,2,31
0,0,1,2,21
63195,1,5,1,50
24895,0,6,2,49
16277.5,2,6,1,71
0,0,2,1,53
42130,1,6,1,58
14362.5,0,1,1,40
18192.5,2,3,1,45
34470,0,3,2,62
18192.5,1,5,1,28
0,0,6,1,74
34470,2,6,1,60
34470,0,5,1,42
76600,2,6,1,36
34470,1,6,1,50
0,1,1,1,63
4979,2,2,1,20
0,0,6,1,71
4979,1,6,1,50
0,1,3,2,23
51705,0,3,1,65
0,2,3,1,60
0,0,6,1,69
0,1,8,1,78
0,1,1,1,25
10532.5,0,3,2,61
0,1,6,2,53
42130,2,5,2,48
14362.5,0,5,2,37
0,1,3,2,22
